ticket_code,last_name,first_name,email,product,transferred_from_code,transferred_from_email
TACT5,Hermann,Affectionate,affectionate.hermann@noop.com,Art Room Bally's - Standard 2 Queens (RFP Sale),,
6RNHH,Gates,Frosty,frosty.gates@noop.com,Bally's - Standard King (Direct Sale),6XDNN,
NC5DN,Elgamal,Sad,sad.elgamal@noop.com,Hard Rock - Standard King (RFP Sale),,
N776M,Benz,Friendly,friendly.benz@noop.com,Bally's - Standard 2 Queens (Direct Sale),A2T72,
XCN8H,Merkle,Competent,competent.merkle@noop.com,Hard Rock - Standard King (RFP Sale),,
DMA9T,Mendeleev,Thirsty,vibrant.babbage@noop.com,Bally's - Standard 2 Queens,9D3NA,
A2T72,Napier,Competent,gifted.boyd@noop.com,Bally's - Standard 2 Queens (Direct Sale),,
4C9HT,Darwin,Great,great.darwin@noop.com,Bally's - Standard King (Direct Sale),2353R,
KTKK7,Hugle,Kind,kind.hugle@noop.com,Hard Rock - Standard King (RFP Sale),,
MCC3N,Lichterman,Boring,priceless.albattani@noop.com,Hard Rock - Standard King (RFP Sale),,
84888,Boyd,Bold,loving.ritchie@noop.com,Bally's - Standard 2 Queens (Direct Sale),,
AM9H6,Boyd,Bold,loving.ritchie@noop.com,Bally's - Standard King (Direct Sale),,
328NN,Blackwell,Gifted,gifted.blackwell@noop.com,Bally's - Standard King,XCAC5,
H5CHK,Hertz,Hardcore,hardcore.hertz@noop.com,Bally's - Standard 2 Queens (Direct Sale),,
2R8TA,Lovelace,Gracious,gracious.lovelace@noop.com,Bally's - Standard King (Direct Sale),36TRC,
A69H2,Wing,Nervous,nervous.wing@noop.com,Bally's - Standard King (Direct Sale),,
36TRC,Brattain,Naughty,jolly.blackwell@noop.com,Bally's - Standard King (Direct Sale),,
2353R,Heyrovsky,Nervous,affectionate.mcnulty@noop.com,Bally's - Standard King (Direct Sale),,
TXT23,Gould,Hungry,hungry.gould@noop.com,Hard Rock - Lakeview King,,
CKMAK,Bassi,Sharp,sharp.bassi@noop.com,Art Room Bally's - Standard 2 Queens (RFP Sale),,
C4KHC,Euler,Admiring,admiring.euler@noop.com,Hard Rock - Standard King (RFP Sale),,
A7TK4,Kalam,Serene,serene.kalam@noop.com,Hard Rock - Mountain View Suite,,
KRN23,Leakey,Nice,nice.leakey@noop.com,Hard Rock - Standard King (RFP Sale),,
8HHTD,Banach,Condescending,condescending.banach@noop.com,Hard Rock - Lakeview Balcony King,,
M2D34,Mcclintock,Kind,condescending.goldstine@noop.com,Hard Rock - Lakeview Balcony King,,
RC7H8,Lamport,Vigilant,vigilant.lamport@noop.com,Hard Rock - Standard King (RFP Sale),,
84HDN,Montalcini,Sweet,sweet.montalcini@noop.com,Bally's - Standard King (Direct Sale),,
AA3TM,Hypatia,Wizardly,stupefied.carver@noop.com,Hard Rock - Standard King (RFP Sale),,
R35HR,Mcnulty,Busy,busy.mcnulty@noop.com,Hard Rock - Lakeview Balcony Suite (RFP Sale),,
7M352,Nobel,Priceless,priceless.nobel@noop.com,Hard Rock - Standard King,,
MHX7T,Yonath,Boring,boring.yonath@noop.com,Hard Rock - Standard King,,
AN6AN,Chatterjee,Vigorous,vigorous.chatterjee@noop.com,Bally's - Standard 2 Queens (RFP Sale),738NC,
CAK6D,Easley,Wizardly,wizardly.easley@noop.com,Hard Rock - Standard King,,
4D3N9,Goldwasser,Focused,focused.goldwasser@noop.com,Hard Rock - Lakeview Balcony King,,
3XN8C,Gates,Elastic,elastic.gates@noop.com,Bally's - Standard King,RA3AC,
22H4T,Moser,Compassionate,stoic.lewin@noop.com,Hard Rock - Lakeview King,,
8N72N,Blackwell,Objective,objective.blackwell@noop.com,Hard Rock - Lakeview King,,
87C36,Grothendieck,Friendly,friendly.grothendieck@noop.com,Hard Rock - Mountain View Suite,,
5TX7R,Shtern,Wizardly,wizardly.shtern@noop.com,Hard Rock - Standard King,,
XDM9N,Northcutt,Trusting,sleepy.fermat@noop.com,Hard Rock - Mountain View Suite,,
677RN,Gates,Elastic,kind.sammet@noop.com,Hard Rock - Lakeview King,,
8A6N7,Lamport,Wonderful,wonderful.lamport@noop.com,Hard Rock - Lakeview King,,
C4485,Gates,Funny,funny.gates@noop.com,Hard Rock - Lakeview King,,
7943A,Pasteur,Compassionate,compassionate.pasteur@noop.com,Hard Rock - Standard King,,
TRT9N,Neumann,Elastic,elastic.neumann@noop.com,Hard Rock - Standard King,,
MKMT7,Pasteur,Optimistic,optimistic.pasteur@noop.com,Hard Rock - Standard King,,
2C59A,Bardeen,Gallant,gallant.bardeen@noop.com,Hard Rock - Standard King,,
N3T44,Brown,Charming,charming.brown@noop.com,Hard Rock - Balcony King,,
XMDX9,Sanderson,Hungry,hungry.sanderson@noop.com,Hard Rock - Standard King,,
AH793,Liskov,Pensive,pensive.liskov@noop.com,Hard Rock - Standard King,,
M6X63,Knuth,Vigorous,vigorous.knuth@noop.com,Hard Rock - Mountain View Suite,,
9N4RT,Feynman,Sharp,sharp.feynman@noop.com,Hard Rock - Lakeview Balcony King,,
2A6C3,Herschel,Optimistic,optimistic.herschel@noop.com,Hard Rock - Standard King,,
8T97D,Colden,Bold,jovial.dewdney@noop.com,Hard Rock - Standard King,,
T79CM,Colden,Bold,jovial.dewdney@noop.com,Hard Rock - Pool View Balcony Suite,,
2R5KK,Grothendieck,Xenodochial,xenodochial.grothendieck@noop.com,Hard Rock - Lakeview King,,
39AC4,Yalow,Naughty,naughty.yalow@noop.com,Hard Rock - Mountain View Suite,,
53C4T,Davinci,Condescending,upbeat.spence@noop.com,Hard Rock - Mountain View Suite,,
7H456,Davinci,Condescending,upbeat.spence@noop.com,Hard Rock - Lakeview 2 Queens,,
A92K5,Tereshkova,Dreamy,dreamy.tereshkova@noop.com,Hard Rock - Standard King,,
4437N,Newton,Heuristic,heuristic.newton@noop.com,Bally's - Standard 2 Queens (Direct Sale),,
NR546,Sammet,Determined,determined.sammet@noop.com,Hard Rock - Standard King,,
MHHNK,Feistel,Xenodochial,xenodochial.feistel@noop.com,Hard Rock - Standard King,,
59MH4,Fermat,Silly,silly.fermat@noop.com,Hard Rock - Lakeview Balcony King,,
H8739,Einstein,Elated,elated.einstein@noop.com,Hard Rock - Lakeview Balcony King,,
K8KKA,Edison,Gracious,gracious.edison@noop.com,Hard Rock - Standard King,,
A29TD,Austin,Gallant,gallant.austin@noop.com,Hard Rock - Standard King,,
NT224,Goldberg,Dreamy,dreamy.goldberg@noop.com,Hard Rock - Lakeview King,,
84RAR,Goodall,Intelligent,intelligent.goodall@noop.com,Bally's - Standard King,,
38HR7,Villani,Magical,magical.herschel@noop.com,Hard Rock - Standard King,,
CM349,Merkle,Recursing,recursing.merkle@noop.com,Hard Rock - Mountain View Suite,,
DM7D8,Solomon,Fervent,fervent.solomon@noop.com,Hard Rock - Standard King,,
CT2CX,Montalcini,Trusting,peaceful.raman@noop.com,Bally's - Standard 2 Queens,A8N8D,
TANRK,Pike,Tender,tender.pike@noop.com,Hard Rock - Lakeview Balcony King,,
4995N,Shamir,Adoring,adoring.shamir@noop.com,Hard Rock - Lakeview 2 Queens,,
N9MMD,Hofstadter,Romantic,romantic.hofstadter@noop.com,Bally's - Standard King,,
C36DR,Lehmann,Keen,keen.lehmann@noop.com,Hard Rock - Lakeview 2 Queens,,
6H5AD,Perlman,Kind,kind.perlman@noop.com,Hard Rock - Lakeview 2 Queens,,
X5R9N,Ramanujan,Relaxed,relaxed.ramanujan@noop.com,Hard Rock - Standard King,,
M6XA6,Nightingale,Festive,festive.nightingale@noop.com,Hard Rock - Lakeview Balcony 2 Queens,,
TCRXN,Tharp,Beautiful,beautiful.tharp@noop.com,Hard Rock - Lakeview 2 Queens,,
7MNMN,Wozniak,Charming,charming.wozniak@noop.com,Hard Rock - Standard King,,
27A24,Hodgkin,Bold,admiring.stonebraker@noop.com,Bally's - Standard 2 Queens,,
TA2XH,Galois,Elated,elated.galois@noop.com,Hard Rock - Standard King,,
52HA9,Goldstine,Dreamy,dreamy.goldstine@noop.com,Hard Rock - Lakeview Balcony 2 Queens,,
KKR56,Yalow,Upbeat,upbeat.yalow@noop.com,Hard Rock - Pool View Balcony Suite,,
5NMX5,Williamson,Recursing,recursing.williamson@noop.com,Hard Rock - Lakeview Balcony King,,
R24H4,Wilbur,Strange,bold.antonelli@noop.com,Hard Rock - Pool View Balcony Suite,,
79469,Wilbur,Strange,bold.antonelli@noop.com,Hard Rock - Mountain View Suite,,
7D36C,Wiles,Hungry,hungry.wiles@noop.com,Hard Rock - Lakeview King,,
H32C8,Cannon,Stupefied,stupefied.cannon@noop.com,Hard Rock - Standard King,,
9X36R,Proskuriakova,Loving,loving.proskuriakova@noop.com,Hard Rock - Standard King,,
RCXNC,Jennings,Epic,epic.jennings@noop.com,Hard Rock - Lakeview King,,
3X4X6,Poitras,Brave,brave.poitras@noop.com,Hard Rock - Standard King,,
4M958,Lichterman,Priceless,priceless.lichterman@noop.com,Bally's - Executive King Suite,,
N978T,Rhodes,Laughing,sleepy.robinson@noop.com,Bally's - Standard 2 Queens,,
448KN,Euler,Sharp,sharp.euler@noop.com,Hard Rock - Standard King,,
92HRA,Dewdney,Wizardly,wizardly.dewdney@noop.com,Hard Rock - Standard King,,
C6HC5,Bose,Elegant,elegant.bose@noop.com,Hard Rock - Standard King,,
6XDNN,Engelbart,Trusting,trusting.engelbart@noop.com,Bally's - Standard King (Direct Sale),,
X26M5,Lamarr,Zealous,zealous.lamarr@noop.com,Bally's - Standard King,,
4K42K,Davinci,Silly,silly.davinci@noop.com,Art Room Bally's - Standard King,,
C6A63,Driscoll,Tender,tender.driscoll@noop.com,Bally's - Standard King,,
4A8TN,Shockley,Infallible,infallible.shockley@noop.com,Art Room Bally's - Standard 2 Queens,,
XK9RC,Austin,Musing,musing.austin@noop.com,Hard Rock - Standard King,,
5R3M2,Almeida,Quirky,quirky.almeida@noop.com,Hard Rock - Lakeview 2 Queens,,
C3XA3,Franklin,Brave,brave.franklin@noop.com,Hard Rock - Lakeview 2 Queens,,
36NXD,Chandrasekhar,Compassionate,compassionate.chandrasekhar@noop.com,Bally's - Standard King,,
A8363,Kirch,Agitated,agitated.kirch@noop.com,Bally's - Standard King,,
TR9AT,Sinoussi,Jolly,romantic.goldwasser@noop.com,Bally's - Executive King Suite,,
88K5K,Sinoussi,Jolly,romantic.goldwasser@noop.com,Art Room Bally's - Standard 2 Queens,,
464RD,Goldberg,Trusting,trusting.goldberg@noop.com,Hard Rock - Lakeview Balcony 2 Queens,,
RRA9H,Newton,Magical,magical.newton@noop.com,Hard Rock - Standard King,,
3CAKC,Greider,Inspiring,inspiring.greider@noop.com,Hard Rock - Lakeview Balcony Suite,,
6NH98,Chaum,Hopeful,hopeful.chaum@noop.com,Bally's - Standard 2 Queens,,
2NN5H,Bhaskara,Strange,focused.shockley@noop.com,Art Room Bally's - Standard King,,
389X3,Pike,Angry,eloquent.elgamal@noop.com,Hard Rock - Lakeview Balcony 2 Queens,,
RA3AC,Pike,Angry,eloquent.elgamal@noop.com,Bally's - Standard King,,
45MCM,Ardinghelli,Trusting,trusting.ardinghelli@noop.com,Bally's - Standard 2 Queens,,
K7NX7,Margulis,Cool,cool.margulis@noop.com,Bally's - Standard King,,
DNC3X,Ardinghelli,Laughing,laughing.ardinghelli@noop.com,Bally's - Sierra King Suite,,
5M6XR,Banzai,Beautiful,beautiful.banzai@noop.com,Hard Rock - Lakeview Balcony King,,
XCXRA,Sutherland,Wizardly,wizardly.sutherland@noop.com,Hard Rock - Lakeview 2 Queens,,
7R752,Knuth,Distracted,distracted.knuth@noop.com,Hard Rock - Lakeview Balcony King,,
XCAC5,Golick,Heuristic,laughing.lovelace@noop.com,Bally's - Standard King,,
XN8RC,Lovelace,Laughing,laughing.lovelace@noop.com,Bally's - Standard King,,
NNMA5,Chatterjee,Quizzical,quizzical.chatterjee@noop.com,Art Room Bally's - Standard 2 Queens (RFP Sale),,
5N6KT,Solomon,Boring,boring.solomon@noop.com,Hard Rock - Lakeview 2 Queens,,
N5ACR,Stonebraker,Jolly,jolly.stonebraker@noop.com,Hard Rock - Lakeview 2 Queens,,
539MN,Einstein,Interesting,interesting.einstein@noop.com,Bally's - Standard King,,
N7NMN,Keller,Kind,kind.keller@noop.com,Bally's - Standard King,,
2NXMH,Mclean,Goofy,goofy.mclean@noop.com,Hard Rock - Lakeview 2 Queens,,
2976N,Booth,Distracted,distracted.booth@noop.com,Bally's - Standard King,,
H8NA7,Lichterman,Hopeful,hopeful.lichterman@noop.com,Bally's - Standard 2 Queens,,
MCKND,Villani,Bold,bold.villani@noop.com,Art Room Bally's - Standard 2 Queens,,
XM47X,Shaw,Elegant,elegant.shaw@noop.com,Art Room Bally's - Standard 2 Queens,,
RCAHN,Swartz,Charming,charming.swartz@noop.com,Art Room Bally's - Standard 2 Queens,,
XHD2M,Poincare,Beautiful,beautiful.poincare@noop.com,Hard Rock - Lakeview Balcony 2 Queens,,
44359,Tharp,Jovial,jovial.tharp@noop.com,Bally's - Standard 2 Queens,,
65R87,Margulis,Clever,clever.margulis@noop.com,Bally's - Standard 2 Queens,,
HXM6R,Nash,Festive,festive.nash@noop.com,Art Room Bally's - Standard 2 Queens,,
9HX52,Elgamal,Priceless,priceless.elgamal@noop.com,Hard Rock - Standard King,,
CA6MH,Jang,Mystifying,mystifying.jang@noop.com,Bally's - Standard 2 Queens,,
DRT3H,Franklin,Flamboyant,flamboyant.franklin@noop.com,Bally's - Standard King,,
ARR43,Mirzakhani,Relaxed,relaxed.mirzakhani@noop.com,Hard Rock - Lakeview Balcony Suite,,
RD893,Chebyshev,Beautiful,beautiful.chebyshev@noop.com,Bally's - Standard 2 Queens,,
8HKMM,Ishizaka,Nostalgic,nostalgic.ishizaka@noop.com,Bally's - Standard 2 Queens,,
9DH9X,Heyrovsky,Practical,practical.heyrovsky@noop.com,Bally's - Standard 2 Queens,,
H42R8,Heisenberg,Stupefied,stupefied.heisenberg@noop.com,Hard Rock - Lakeview Balcony Suite,,
HTR83,Northcutt,Hopeful,hopeful.northcutt@noop.com,Hard Rock - Lakeview King,,
CKMTC,Bell,Gracious,gracious.bell@noop.com,Bally's - Standard 2 Queens,,
3C2DX,Kowalevski,Angry,angry.kowalevski@noop.com,Hard Rock - Lakeview Balcony 2 Queens,,
2NAHM,Perlman,Crazy,crazy.perlman@noop.com,Hard Rock - Standard King,,
2C598,Zhukovsky,Sad,upbeat.feynman@noop.com,Bally's - Standard 2 Queens,,
5XHAR,Zhukovsky,Sad,upbeat.feynman@noop.com,Bally's - Executive King Suite,,
H4N55,Hertz,Thirsty,thirsty.hertz@noop.com,Bally's - Standard King,,
KKMK8,Boyd,Ecstatic,ecstatic.boyd@noop.com,Bally's - Standard 2 Queens,,
MXXD7,Ptolemy,Zen,zen.ptolemy@noop.com,Bally's - Standard 2 Queens,,
D6574,Cray,Charming,charming.cray@noop.com,Hard Rock - Lakeview 2 Queens,,
8CK96,Borg,Gracious,gracious.borg@noop.com,Bally's - Standard 2 Queens,,
842NC,Goodall,Practical,practical.goodall@noop.com,Hard Rock - Lakeview 2 Queens,,
XM866,Easley,Adoring,adoring.easley@noop.com,Bally's - Sierra King Suite,,
H3453,Easley,Priceless,priceless.easley@noop.com,Bally's - Standard King,,
7AH92,Aryabhata,Musing,musing.aryabhata@noop.com,Bally's - Standard King,,
DR85K,Moser,Inspiring,inspiring.moser@noop.com,Hard Rock - Lakeview Balcony King,,
XD3M4,Greider,Lucid,nostalgic.edison@noop.com,Bally's - Standard King,,
337NX,Greider,Lucid,nostalgic.edison@noop.com,Bally's - Standard 2 Queens,,
27A2C,Brown,Cranky,cranky.brown@noop.com,Bally's - Standard King,,
C4998,Thompson,Jolly,jolly.thompson@noop.com,Hard Rock - Lakeview 2 Queens,,
M87AK,Lumiere,Confident,confident.lumiere@noop.com,Bally's - Standard 2 Queens,,
DR654,Roentgen,Thirsty,thirsty.roentgen@noop.com,Bally's - Standard 2 Queens,,
DC942,Lamport,Amazing,amazing.lamport@noop.com,Bally's - Standard 2 Queens,,
642NM,Lovelace,Funny,funny.lovelace@noop.com,Bally's - Standard 2 Queens,,
XRRD6,Cohen,Priceless,priceless.cohen@noop.com,Bally's - Standard King,,
XXN38,Heisenberg,Determined,determined.heisenberg@noop.com,Bally's - Standard 2 Queens,,
5D457,Ptolemy,Priceless,priceless.ptolemy@noop.com,Hard Rock - Balcony King,,
55R28,Vaughan,Ecstatic,ecstatic.vaughan@noop.com,Bally's - Standard King,,
3XHR3,Brahmagupta,Boring,boring.brahmagupta@noop.com,Bally's - Standard 2 Queens,,
5578D,Mendel,Vibrant,vibrant.mendel@noop.com,Bally's - Standard King,,
HRX98,Mclaren,Silly,silly.mclaren@noop.com,Bally's - Standard King,,
KHX85,Benz,Gracious,gracious.benz@noop.com,Bally's - Standard King,,
MH3R5,Babbage,Agitated,agitated.babbage@noop.com,Bally's - Standard King,,
29K94,Satoshi,Wonderful,wonderful.satoshi@noop.com,Bally's - Standard King,,
N9T8D,Cori,Eager,funny.austin@noop.com,Bally's - Standard 2 Queens,,
H7MN3,Cori,Eager,funny.austin@noop.com,Bally's - Sierra King Suite,,
XAXXA,Hellman,Keen,keen.hellman@noop.com,Bally's - Standard 2 Queens,,
48966,Hugle,Epic,epic.hugle@noop.com,Hard Rock - Standard King,,
H5NA5,Euclid,Cranky,dreamy.brattain@noop.com,Bally's - Sierra King Suite,,
3932R,Satoshi,Eloquent,eloquent.satoshi@noop.com,Bally's - Standard 2 Queens,,
X5522,Keldysh,Romantic,romantic.keldysh@noop.com,Bally's - Standard 2 Queens,,
8X68D,Mcclintock,Serene,serene.mcclintock@noop.com,Bally's - Standard 2 Queens,,
M8T97,Nash,Modest,modest.nash@noop.com,Bally's - Standard 2 Queens,,
5T37K,Wu,Vigorous,vigorous.wu@noop.com,Bally's - Sierra King Suite,,
6TXC6,Yonath,Loving,loving.yonath@noop.com,Hard Rock - Standard King,,
A8N8D,Montalcini,Trusting,peaceful.raman@noop.com,Bally's - Standard 2 Queens,,
9KMHK,Hopper,Elated,elated.hopper@noop.com,Bally's - Standard 2 Queens,,
95D2C,Fermi,Amazing,amazing.fermi@noop.com,Bally's - Tahoe King Suite,,
N97KM,Pascal,Focused,focused.pascal@noop.com,Bally's - Standard 2 Queens,,
2TAHA,Merkle,Sad,sad.merkle@noop.com,Bally's - Standard 2 Queens,,
7232R,Stonebraker,Festive,festive.stonebraker@noop.com,Bally's - Standard King,,
4C52D,Clarke,Dreamy,dreamy.clarke@noop.com,Hard Rock - Lakeview Balcony King,,
6ATMH,Moser,Confident,confident.moser@noop.com,Bally's - Standard 2 Queens,,
M3479,Ptolemy,Nervous,nervous.ptolemy@noop.com,Hard Rock - Lakeview 2 Queens,,
DDM66,Bartik,Vigilant,vigilant.bartik@noop.com,Hard Rock - Standard King,,
DX638,Herschel,Naughty,hungry.driscoll@noop.com,Bally's - Standard King,,
6NRN9,Villani,Vigilant,vigilant.villani@noop.com,Bally's - Standard King,,
KC2KT,Kapitsa,Bold,bold.kapitsa@noop.com,Hard Rock - Lakeview 2 Queens,,
C3HN4,Hermann,Epic,epic.hermann@noop.com,Hard Rock - Standard King,,
DA467,Bardeen,Practical,practical.bardeen@noop.com,Bally's - Standard 2 Queens,,
6DM7T,Austin,Crazy,crazy.austin@noop.com,Bally's - Standard 2 Queens,,
7DD7C,Bassi,Gifted,gifted.bassi@noop.com,Hard Rock - Standard King,,
NRC2M,Elgamal,Naughty,naughty.elgamal@noop.com,Bally's - Standard King,,
9D3NA,Mendeleev,Thirsty,vibrant.babbage@noop.com,Bally's - Standard 2 Queens,,
MD4T7,Fermat,Goofy,goofy.fermat@noop.com,Bally's - Standard King,,
2X976,Goldstine,Epic,epic.goldstine@noop.com,Bally's - Standard King,,
H9T5A,Lichterman,Infallible,infallible.lichterman@noop.com,Bally's - Standard 2 Queens,,
MHMT2,Moser,Naughty,charming.kirch@noop.com,Bally's - Standard 2 Queens,,
4TTX6,Moser,Naughty,charming.kirch@noop.com,Bally's - Sierra King Suite,,
A7CT4,Keldysh,Youthful,youthful.keldysh@noop.com,Bally's - Standard King,,
7XC97,Rosalind,Modest,modest.rosalind@noop.com,Bally's - Standard King,,
X358D,Chandrasekhar,Objective,objective.chandrasekhar@noop.com,Bally's - Standard 2 Queens,,
53X5D,Nightingale,Musing,musing.nightingale@noop.com,Bally's - Standard 2 Queens,,
H82MX,Cerf,Distracted,distracted.cerf@noop.com,Hard Rock - Standard King,,
8H66N,Haibt,Elated,elated.haibt@noop.com,Bally's - Standard King,,
ADHD9,Merkle,Upbeat,upbeat.merkle@noop.com,Bally's - Standard King,,
33558,Chaum,Focused,focused.chaum@noop.com,Bally's - Standard 2 Queens,,
632M4,Dirac,Confident,confident.dirac@noop.com,Hard Rock - Lakeview Balcony 2 Queens,,
D75N4,Hypatia,Priceless,priceless.hypatia@noop.com,Art Room Bally's - Standard King,,
2C6D8,Euler,Sharp,sharp.euler@noop.com,Bally's - Standard 2 Queens,,
RAR98,Rosalind,Sleepy,sleepy.rosalind@noop.com,Art Room Bally's - Standard King,,
AN272,Banach,Condescending,condescending.banach@noop.com,Bally's - Standard King,,
N3787,Bhabha,Determined,determined.bhabha@noop.com,Bally's - Standard King,,
5D6X6,Moser,Quirky,quirky.moser@noop.com,Bally's - Standard King,,
MM3HT,Maxwell,Vigorous,vigorous.maxwell@noop.com,Bally's - Standard 2 Queens,,
R72X4,Rosalind,Xenodochial,flamboyant.roentgen@noop.com,Art Room Bally's - Standard King,,
D32HD,Goldberg,Infallible,infallible.goldberg@noop.com,Bally's - Sierra 2 Queens Suite,,
R97CC,Ganguly,Pensive,happy.hawking@noop.com,Art Room Bally's - Standard 2 Queens,,
NKMD9,Engelbart,Ecstatic,ecstatic.engelbart@noop.com,Hard Rock - Standard King,,
MDD94,Moser,Zealous,zealous.moser@noop.com,Bally's - Standard 2 Queens,,
H8R7D,Driscoll,Sweet,sweet.driscoll@noop.com,Hard Rock - Lakeview 2 Queens,,
A2MDM,Noether,Kind,kind.noether@noop.com,Bally's - Standard 2 Queens,,
XR7CT,Hopper,Compassionate,compassionate.hopper@noop.com,Bally's - Standard 2 Queens,,
DCCAC,Kalam,Amazing,amazing.kalam@noop.com,Bally's - Standard 2 Queens,,
RMR77,Almeida,Distracted,distracted.almeida@noop.com,Bally's - Standard 2 Queens,,
5626T,Pascal,Nifty,nifty.pascal@noop.com,Bally's - Standard 2 Queens,,
454RH,Bohr,Clever,clever.bohr@noop.com,Bally's - Standard 2 Queens,,
7KCCM,Easley,Eager,eager.easley@noop.com,Bally's - Standard 2 Queens,,
7CNX9,Grothendieck,Zealous,zealous.grothendieck@noop.com,Bally's - Standard King,,
6XT5D,Hofstadter,Romantic,tender.dubinsky@noop.com,Bally's - Standard King,,
HN64D,Pascal,Angry,angry.pascal@noop.com,Hard Rock - Standard King,,
5X36R,Davinci,Lucid,lucid.davinci@noop.com,Bally's - Standard King,,
H8H2X,Visvesvaraya,Sweet,infallible.tesla@noop.com,Bally's - Standard 2 Queens,,
R42TT,Visvesvaraya,Sweet,infallible.tesla@noop.com,Bally's - Standard 2 Queens,,
HA5C5,Shannon,Amazing,amazing.shannon@noop.com,Bally's - Standard King,,
R8K87,Hopper,Ecstatic,vigilant.tharp@noop.com,Art Room Bally's - Standard 2 Queens,,
M2AXK,Tharp,Vigilant,vigilant.tharp@noop.com,Art Room Bally's - Standard 2 Queens,,
D85K3,Tereshkova,Kind,kind.tereshkova@noop.com,Bally's - Tahoe King Suite,,
5DTH7,Borg,Pedantic,pedantic.borg@noop.com,Bally's - Sierra King Suite,,
XMCCD,Hugle,Eager,eager.hugle@noop.com,Bally's - Sierra 2 Queens Suite,,
43DK8,Grothendieck,Crazy,crazy.grothendieck@noop.com,Bally's - Executive King Suite,,
X35T8,Colden,Eloquent,eloquent.colden@noop.com,Art Room Bally's - Standard King,,
C6635,Chaum,Nostalgic,nostalgic.chaum@noop.com,Bally's - Standard 2 Queens,,
R8N7H,Feynman,Wonderful,wonderful.feynman@noop.com,Art Room Bally's - Standard 2 Queens,,
M2AR8,Curran,Hardcore,hardcore.curran@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
59NXK,Heyrovsky,Nervous,affectionate.mcnulty@noop.com,Bally's - Standard 2 Queens (Direct Sale),,
4NHKA,Beaver,Heuristic,heuristic.beaver@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
AKNK6,Poincare,Eloquent,eloquent.poincare@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
N4HMH,Napier,Competent,gifted.boyd@noop.com,Bally's - Standard King (Direct Sale),,
4HX5K,Spence,Youthful,youthful.spence@noop.com,Bally's - Standard 2 Queens (Direct Sale),,
CHAT4,Galois,Loving,loving.galois@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
C2M5T,Knuth,Eloquent,eloquent.knuth@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
H5242,Lumiere,Condescending,condescending.lumiere@noop.com,Hard Rock - Standard King (RFP Sale),,
34N53,Pike,Nervous,condescending.lalande@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
738NC,Chandrasekhar,Sad,sad.chandrasekhar@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
5XMTT,Babbage,Awesome,awesome.babbage@noop.com,Bally's - Standard King (Direct Sale),,
KM7KT,Leakey,Exciting,zealous.noyce@noop.com,Bally's - Standard King (RFP Sale),,
R554X,Heisenberg,Festive,festive.heisenberg@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
H925T,Banzai,Silly,silly.banzai@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
T4RNH,Easley,Distracted,distracted.easley@noop.com,Bally's - Standard King (Direct Sale),,
34X6K,Bouman,Gracious,gracious.bouman@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
625D5,Engelbart,Sleepy,sweet.mcclintock@noop.com,Bally's - Standard King (RFP Sale),,
T496C,Hofstadter,Romantic,tender.dubinsky@noop.com,Bally's - Standard King (RFP Sale),,
CAART,Engelbart,Eager,eager.engelbart@noop.com,Bally's - Standard King (RFP Sale),,
6XKH3,Cray,Peaceful,peaceful.cray@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
94CHM,Visvesvaraya,Happy,happy.visvesvaraya@noop.com,Bally's - Standard King (Direct Sale),,
5N65X,Rosalind,Confident,confident.rosalind@noop.com,Art Room Bally's - Standard 2 Queens (Direct Sale),,
D7RDH,Banach,Silly,distracted.allen@noop.com,Art Room Bally's - Standard 2 Queens (RFP Sale),,
4M9XA,Banach,Silly,distracted.allen@noop.com,Bally's - Standard King (RFP Sale),,
2C8MT,Galois,Xenodochial,xenodochial.galois@noop.com,Bally's - Standard King (Direct Sale),,
M9CXM,Shockley,Strange,strange.shockley@noop.com,Hard Rock - Standard King (RFP Sale),,
7TN4K,Montalcini,Sharp,sharp.montalcini@noop.com,Bally's - Standard 2 Queens (Direct Sale),,
26HM4,Lederberg,Goofy,crazy.diffie@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
RCM56,Heisenberg,Hopeful,hopeful.heisenberg@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
TN7MH,Herschel,Romantic,romantic.herschel@noop.com,Bally's - Standard King (Direct Sale),,
X67D3,Ganguly,Nervous,nervous.ganguly@noop.com,Bally's - Standard King (Direct Sale),,
C7RK6,Bose,Tender,awesome.beaver@noop.com,Hard Rock - Standard King (RFP Sale),,
4DC8N,Galileo,Pensive,pensive.galileo@noop.com,Bally's - Standard King (Direct Sale),,
CTNRD,Ptolemy,Confident,confident.ptolemy@noop.com,Bally's - Standard King (Direct Sale),,
9M273,Chaum,Frosty,frosty.chaum@noop.com,Bally's - Standard King (Direct Sale),,
