Placement Verified,Floor,Room,Room Type,"Room Features (Accessibility, Lakeview, Smoking)",Connected To Room,First Name (Resident),Last Name (Resident),Secondary Name,Room Owned By (Secret Party),Check-in Date,Check-out Date,Art Room,Art Room Type,Art Name / Placed Name,Placed By,Changeable,Change Reason,Guest Restriction Notes,Room Notes,Placement Team Notes,Paying guest?,Department,Ticket ID in SecretParty
FALSE,8,821,Queen,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,8,822,Queen,,,Distracted,Hodgkin,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,Yes,,Keep two rooms together,,,Comp,Production,n/a
FALSE,8,823,King,Hearing Accessible,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,8,824,King,,,Dreamy,Roentgen,Nice Elbakyan,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,Yes,,,,,Comp,Production,n/a
FALSE,8,825,Queen,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,8,826,Executive Suite,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,8,827,Queen,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,8,828,Queen,,,Flamboyant,Stonebraker,Peaceful Raman,,Mon - 11/6,Wed - 11/15,,,,Charming Mendeleev,Yes,,,,,Comp,Production,n/a
FALSE,8,829,King,,"829, 831",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,8,830,King,,"830, 832",Amazing,Bartik,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,Yes,,Adjacent 832/830,,,Yes,Guest,4X7HK
FALSE,8,831,Queen,,"829, 831",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,8,832,Queen,ADA,"830, 832",Angry,Mendeleev,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,Yes,,Adjacent 832/830,,,Yes,Guest,54H66K
TRUE,8,833,Queen,,"833, 835",Busy,Haslett,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,No,,Adjacent 833/35/38,,,Yes,Guest,MMKT44
FALSE,8,834,Queen,,"834, 836",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,8,835,King,ADA,"833, 835",Naughty,Herschel,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,No,,Adjacent 833/35/38,,,Yes,Guest,857TD3
FALSE,8,836,King,,"834, 836",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,8,837,King,,,Brave,Agnesi,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,No,,Adjacent 833/35/38,,,Yes,Guest,T496C
FALSE,8,838,Queen,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,901,Queen,Hearing Accessible,,Jovial,Newton,Vibrant Carson,,Wed - 11/8,Mon - 11/13,,,,Dreamy Einstein,Yes,,9th floor per Kaizo,,,Comp,Art,n/a
FALSE,9,902,Queen,,,Hardcore,Hoover,Magical Heyrovsky,,Mon - 11/6,Wed - 11/15,,,,Charming Mendeleev,Yes,,Near Cozy,,,Comp,Safety,n/a
FALSE,9,903,King,,,Reverent,Wescoff,,,Mon - 11/6,Wed - 11/15,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
TRUE,9,904,King,Lakeview,,Eager,Elion,,,Thur - 11/9,Mon - 11/13,,,,Exciting Mestorf,Yes,,Lakeview,,,Yes,Guest,D449K9
FALSE,9,905,King,,,Gifted,Northcutt,,,Mon - 11/6,Wed - 11/15,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,906,Queen,Lakeview,,Confident,Knuth,Youthful Hodgkin,,Wed - 11/8,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,907,Queen,,,Gifted,,,,Tue - 11/7,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,908,Queen,Lakeview,,Hardcore,Hopper,Elastic Mirzakhani,,Thur - 11/9,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,909,Queen,,,Vigilant,Bell,Kind Ramanujan,,Thur - 11/9,Mon - 11/13,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,910,Queen,Lakeview,,Nostalgic,Curran,Hungry Montalcini,,Tue - 11/7,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,911,Queen,,,Nostalgic,Benz,Sad Nash,,Wed - 11/8,Mon - 11/13,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,912,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,913,King,,,Vibrant,Mendel,Laughing Mcnulty,Alena Roland,Wed - 11/8,Mon - 11/13,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Yes,Art,5578D
FALSE,9,914,Queen,,,Nervous,Roentgen,Xenodochial Elion,,Wed - 11/8,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,915,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,916,King,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,917,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,918,Queen,,,Elated,Yalow,Objective Kilby,,Wed - 11/8,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,919,Queen,Lakeview,,Fervent,Curran,Beautiful Hopper,,Wed - 11/8,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,920,Queen,,,Festive,Black,Fervent Solomon,,Wed - 11/8,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,921,Queen,Lakeview,,Festive,Rhodes,Brave Driscoll,,Wed - 11/8,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,922,Queen,,,Pensive,Fermi,Trusting Grothendieck,,Wed - 11/8,Mon - 11/13,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,923,King,Hearing Accessible,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,924,King,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,925,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,926,Executive Suite,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,927,Queen,,,Hungry,Johnson,Optimistic Mayer,,Thur - 11/9,Mon - 11/13,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,928,Queen,Lakeview,,Magical,Dubinsky,,,Wed - 11/8,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,1/2 Purchase,Yes,Art,34CT9X
FALSE,9,929,King,Lakeview,"929, 931",Loving,Goldstine,Kind Elgamal,,Mon - 11/6,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,930,King,Lakeview,"930, 932",Pensive,Hugle,Recursing Brattain,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,Yes,,Near Trevor Tarin,,,Yes,Guest,2R8TA
FALSE,9,931,Queen,Lakeview,"929, 931",Loving,Goldstine,,,Wed - 11/8,Mon - 11/13,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,9,932,Queen,ADA,"930, 932",Nervous,Heyrovsky,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,No,,,,,Yes,Guest,59NXK
FALSE,9,933,Queen,Lakeview,"933, 935",Heuristic,Robinson,Loving Goldwasser,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,4th wall reserve,Comp,4th Wall,n/a
FALSE,9,934,Queen,Lakeview,"934, 936",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,935,King,Lakeview,"933, 935",Heuristic,Robinson,Loving Goldwasser,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,4th wall reserve,Comp,4th Wall,n/a
FALSE,9,936,King,Lakeview,"934, 936",Youthful,Lamport,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,Yes,,Near other Tom Conte,,,Yes,Guest,A69H2
FALSE,9,937,Queen,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,9,938,Queen,Lakeview,,Youthful,Lamport,,,Wed - 11/8,Tue - 11/14,,,,Condescending Lamport,Yes,,Try to keep on 8/9 floor,,,Comp,Art,n/a
FALSE,10,1001,King,Hearing Accessible,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1002,Queen,,,Fervent,Keller,Great Liskov,,Thur - 11/9,Mon - 11/13,,,,Charming Mendeleev,Yes,,Floor 9-10,,,Comp,Production,n/a
FALSE,10,1003,King,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1004,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1005,King,,,Adoring,Tereshkova,Trusting Lalande,,Tue - 11/7,Wed - 11/15,,,,Charming Mendeleev,Yes,,Near Mischa,,,Comp,Production,n/a
FALSE,10,1006,Queen,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1007,Queen,,,Zen,,,,Wed - 11/8,Wed - 11/15,,,,Charming Mendeleev,Yes,,floor 9-10,,,Comp,Production,n/a
FALSE,10,1008,Queen,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1009,Queen,,,Vigilant,,,,Wed - 11/8,Wed - 11/15,,,,Charming Mendeleev,Yes,,floor 9-10,,,Comp,Production,n/a
FALSE,10,1010,Queen,Lakeview,,Heuristic,Robinson,Loving Goldwasser,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,4th wall reserve,Comp,4th Wall,n/a
FALSE,10,1011,Queen,,,Vibrant,Joliot,Mystifying Spence,,Mon - 11/6,Wed - 11/15,,,,Charming Mendeleev,Yes,,floor 9-10,,,Comp,Production,n/a
FALSE,10,1012,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1013,King,,,Pensive,Chaplygin,Sharp Saha,,Mon - 11/6,Wed - 11/15,,,,Charming Mendeleev,Yes,,Floor 10 near stairwell,,,Comp,Production,n/a
FALSE,10,1014,King,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1015,King,Lakeview,"1015, 1026",Heuristic,Robinson,Loving Goldwasser,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,4th wall reserve,Comp,4th Wall,n/a
FALSE,10,1016,King,,,Wonderful,Bhabha,,,Tue - 11/7,Tue - 11/14,,,,Charming Mendeleev,Yes,,Floor 10,,,Comp,Production,n/a
FALSE,10,1017,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1018,Queen,,,Gifted,Cannon,,,Wed - 11/8,Tue - 11/14,,,,Charming Mendeleev,Yes,,floor 9-10,,,Comp,Production,n/a
FALSE,10,1019,Queen,Lakeview,,Elated,Banach,Stupefied Roentgen,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,Yes,,floor 9-10,,,Comp,Production,n/a
FALSE,10,1020,Queen,,,Gifted,Cannon,,,Wed - 11/8,Tue - 11/14,,,,Charming Mendeleev,Yes,,floor 9-10,,,Comp,Production,n/a
FALSE,10,1021,Queen,Lakeview,,Adoring,Agnesi,Charming Rosalind,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,Yes,,Near cozy,,,Comp,Safety,n/a
TRUE,10,1022,Queen,,,Dreamy,Bartik,Trusting Mahavira,,Wed - 11/8,Mon - 11/13,,,,Charming Mendeleev,No,,,,,Comp,Production,n/a
FALSE,10,1023,King,Hearing Accessible,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,10,1024,Queen,,,Romantic,Herschel,Xenodochial Chaplygin,,Wed - 11/8,Mon - 11/13,,,,Charming Mendeleev,No,,,,,Comp,Production,n/a
FALSE,10,1025,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1026,Queen Sierra Suite,ADA,"1015, 1026",Heuristic,Robinson,Loving Goldwasser,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,4th wall reserve,Comp,4th Wall,n/a
FALSE,10,1027,Queen,,,Intelligent,Dirac,Adoring Varahamihira,,Thur - 11/9,Mon - 11/13,,,,Charming Mendeleev,Yes,,Floor 9-10,,,Comp,Production,n/a
FALSE,10,1029,King,Lakeview,"1029, 1031",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,10,1030,King,Lakeview,"1030, 1032",Hardcore,Hoover,Adoring Agnesi,,Thur - 11/9,Mon - 11/13,,,,Charming Mendeleev,Yes,,Adjoining rooms on 10th floor,,,Comp,Safety,n/a
FALSE,10,1031,Queen,Lakeview,"1029, 1031",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,10,1032,Queen,ADA,"1030, 1032",Hardcore,Hoover,Adoring Agnesi,,Thur - 11/9,Mon - 11/13,,,,Charming Mendeleev,Yes,,Adjoining rooms on 10th floor,,,Comp,Safety,n/a
FALSE,10,1033,King,Lakeview,"1033, 1035",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,10,1034,Queen,Lakeview,"1034, 1036",Clever,Ganguly,,,Fri - 11/10,Mon - 11/13,,,,Exciting Mestorf,Yes,,Adjoining with Trevor Ellerman,,,Yes,Guest,86362R
FALSE,10,1035,King,Lakeview,"1033, 1035",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,10,1036,King,Lakeview,"1034, 1036",Hungry,Tu,,,Mon - 11/6,Wed - 11/15,,,,Dreamy Einstein,Yes,,Adjoining with friend's queen room,,,Comp,Production,n/a
FALSE,10,1037,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,10,1038,Queen,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,11,1101,King,Hearing Accessible,,Gifted,Blackwell,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,requested to be on an art floor,,,Yes,Guest,328NN
FALSE,11,1102,King,,,Cranky,Brown,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,requested to be on an art floor,,,Yes,Guest,27A2C
TRUE,11,1103,Queen,,,Unruffled,Bell,,,Thur - 11/9,Mon - 11/13,Yes,NameOhSingle,BrainOfficial53,Dreamy Einstein,Yes,,,,,Yes,Guest,7X66X9
TRUE,11,1104,King,Lakeview,,Heuristic,Beaver,Reverent Wescoff,,Wed - 11/8,Mon - 11/13,Yes,NaturePosition49One,AwayHow87,Ecstatic Jackson,No,,,,,Comp,Art,n/a
FALSE,11,1105,King,,,Youthful,Keldysh,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,requested to be on an art floor,,,Yes,Guest,A7CT4
TRUE,11,1106,Queen,Lakeview,,Quizzical,Chaplygin,,,Thur - 11/9,Mon - 11/13,Yes,NaturePosition49One,BothSong69Heart,Dreamy Einstein,Yes,,,,,Yes,Guest,R2235
TRUE,11,1107,Queen,,,Tender,Bose,,,Thur - 11/9,Mon - 11/13,Yes,RestLaughWater,IslandPlanDesign,Ecstatic Jackson,No,,,,,Yes,Art,7688X
TRUE,11,1108,Queen,Lakeview,,Unruffled,Clarke,,,Thur - 11/9,Mon - 11/13,Yes,EnjoyThose26Seem,TrainingRoomHalf,Dreamy Einstein,Yes,,,,,Yes,Guest,H6AM2
TRUE,11,1109,Queen,,,Wonderful,Feynman,,,Thur - 11/9,Mon - 11/13,Yes,NameOhSingle,WellUpon67Worker,Dreamy Einstein,Yes,,,,,Yes,Guest,R8N7H
FALSE,11,1110,King,Lakeview,,Happy,Visvesvaraya,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,willing to be on an art floor - not near pascals suite,,,Yes,Guest,94CHM
TRUE,11,1111,King,,,Pensive,Fermi,Reverent Wescoff,,Wed - 11/8,Mon - 11/13,Yes,WordSection70,OkAccount3,Ecstatic Jackson,No,,,,,Comp,Art,n/a
FALSE,11,1112,King,Lakeview,,Silly,Davinci,,,Thur - 11/9,Mon - 11/13,Yes,NaturePosition49One,AroundUsuallyYoung,Dreamy Einstein,Yes,,,,,Yes,Guest,4K42K
TRUE,11,1113,Queen,,,Jovial,Moore,,,Fri - 11/10,Mon - 11/13,Yes,WordSection70,FireMovement0Tv,Dreamy Einstein,Yes,,,,,Yes,Guest,T9HAD
TRUE,11,1114,King,,,Adoring,Tereshkova,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,,Comp,Production,n/a
FALSE,11,1115,King,Lakeview,"1115, 1126",Quirky,Moser,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,requested art floor,,,Yes,Guest,5D6X6
TRUE,11,1116,King,,,Compassionate,Leakey,,,Wed - 11/8,Mon - 11/13,,,,Dreamy Einstein,Yes,,requested art floor,,,Comp,4th Wall,n/a
TRUE,11,1117,King,Lakeview,,Practical,Goldstine,Reverent Wescoff,,Thur - 11/9,Mon - 11/13,Yes,NaturePosition49One,PeriodDesign40,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,11,1118,Queen,,,Sharp,Bassi,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,IndividualMessage91,Dreamy Einstein,Yes,,,,,Yes,Guest,CKMAK
TRUE,11,1119,Queen,Lakeview,,Focused,Goldstine,,,Fri - 11/10,Mon - 11/13,Yes,NameOhSingle,NewFoot5,Dreamy Einstein,Yes,,,,,Yes,Guest,H5R65
TRUE,11,1120,Queen,,,Keen,Hopper,,,Fri - 11/10,Mon - 11/13,Yes,NaturePosition49One,EverybodyFar50Department,Dreamy Einstein,Yes,,,,,Yes,Guest,HX67HA
TRUE,11,1121,Queen,Lakeview,,Keen,Ganguly,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,DirectorAbout2,Dreamy Einstein,Yes,,,,,Yes,Guest,AR65DR
TRUE,11,1122,King,,,Magical,Dubinsky,Reverent Wescoff,,Wed - 11/8,Tue - 11/14,Yes,NameOhSingle,CandidateSuggestOpportunity,Ecstatic Jackson,No,,,,,Comp,Art,n/a
FALSE,11,1123,King,Hearing Accessible,,,,Loving Shamir,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,11,1124,King,,,,,Relaxed Roentgen,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,11,1125,King,Lakeview,,Sleepy,Rosalind,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,BetterReality94Left,Dreamy Einstein,No,,,,,Yes,Art,RAR98
TRUE,11,1126,Queen Sierra Suite,,"1115, 1126",Interesting,Meninsky,Confident Dewdney,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,No,,,,,Yes,Guest,6R3AHH
FALSE,11,1127,King,,,,,Busy Mclaren,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,11,1129,King,Lakeview,"1129, 1131",,,Busy Leakey,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,11,1130,King,Lakeview,"1130, 1132",,,Admiring Greider,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,11,1131,Queen,Lakeview,"1129, 1131",Dazzling,Brattain,,,Fri - 11/10,Mon - 11/13,Yes,NameOhSingle,HitRemove16,Dreamy Einstein,Yes,,,,,Yes,Guest,8TTMC
TRUE,11,1132,Queen,ADA,"1130, 1132",Thirsty,Goldwasser,,,Fri - 11/10,Mon - 11/13,Yes,NameOhSingle,VeryAnd57,Dreamy Einstein,Yes,,,,,Yes,Guest,4X252
TRUE,11,1133,King,Lakeview,"1133, 1135",Confident,Sanderson,Reverent Wescoff,,Wed - 11/8,Mon - 11/13,Yes,NameOhSingle,LeadPostFan,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,11,1134,Queen,Lakeview,"1134, 1136",Goofy,Bartik,,,Thur - 11/9,Mon - 11/13,Yes,WordSection70,EatProbably61,Ecstatic Jackson,No,,,,,Yes,Art,4AR8R5
FALSE,11,1135,King,Lakeview,"1133, 1135",,,Amazing Rubin,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,11,1136,King,Lakeview,"1134, 1136",Goofy,Bartik,,,Thur - 11/9,Mon - 11/13,Yes,WordSection70,ThemselvesSignificant43Tv,Ecstatic Jackson,No,,,,,Yes,Art,N8X6XR
FALSE,11,1137,King,Lakeview,,,,Affectionate Wiles,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,11,1138,King,Lakeview,,Flamboyant,Stonebraker,Reverent Wescoff,,Wed - 11/8,Mon - 11/13,Yes,NameOhSingle,FinallyYesLive,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,12,1201,Queen,Hearing Accessible,,Kind,Haibt,,,Fri - 11/10,Mon - 11/13,Yes,EnjoyThose26Seem,FormerListen64,Dreamy Einstein,Yes,,,,,Yes,Guest,7M573
FALSE,12,1202,Wedding Office,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,12,1203,King,,,,,Jovial Hoover,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,12,1206,Chapel,,,Hungry,Johnson,Reverent Wescoff,,Thur - 11/9,Mon - 11/13,Yes,WordSection70,MentionSummer22Once,Ecstatic Jackson,No,,,,,Comp,Art,n/a
FALSE,12,1207,King Sierra Suite,,"1207, 1211",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,12,1210,Queen,Lakeview,,Dreamy,Nash,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,LightLook86,Dreamy Einstein,Yes,,,,,Yes,Guest,A23MC
TRUE,12,1211,Queen,,"1207, 1211",Vibrant,Ganguly,,,Fri - 11/10,Mon - 11/13,Yes,NaturePosition49One,OtherTonightExplain,Dreamy Einstein,Yes,,,,,Yes,Guest,HNKT9D
FALSE,12,1212,King,Lakeview,,Priceless,Hypatia,,,Thur - 11/9,Mon - 11/13,Yes,NaturePosition49One,EatStrategy69,Dreamy Einstein,No,,,,,Yes,Art,D75N4
TRUE,12,1213,Queen,,,Keen,Jones,,,Fri - 11/10,Mon - 11/13,Yes,EnjoyThose26Seem,RemoveCenturyPlan,Dreamy Einstein,Yes,,,,,Yes,Guest,7RARAA
FALSE,12,1214,King,,"1214, 1218",Confident,Gauss,,,Fri - 11/10,Mon - 11/13,Yes,WordSection70,HoldBloodWhere,Dreamy Einstein,No,,,,,Yes,Art,3NHM3T
TRUE,12,1215,Queen,Lakeview,"1215, 1226",Lucid,Pare,,,Fri - 11/10,Mon - 11/13,Yes,EnjoyThose26Seem,BoardAlways49Ball,Dreamy Einstein,Yes,,,,,Yes,Guest,27R9C
TRUE,12,1218,King Sierra Suite,,"1214, 1218",Flamboyant,Kowalevski,Reverent Wescoff,,Thur - 11/9,Mon - 11/13,Yes,NaturePosition49One,LayNice36Out,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,12,1219,King Sierra Suite,Lakeview,"1219, 1223",Quirky,Dubinsky,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,,Yes,Guest,CTHR6N
FALSE,12,1222,King,,"1222, 1224",Interesting,Einstein,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,requested art floor,,,Yes,Guest,539MN
TRUE,12,1223,Queen,Lakeview,"1219, 1223",Xenodochial,Rosalind,,,Thur - 11/9,Mon - 11/13,Yes,EnjoyThose26Seem,ThrowOverAmerican,Dreamy Einstein,No,,,,,Yes,Art,3KNAR9
TRUE,12,1224,King,,"1222, 1224",Elated,Yalow,Reverent Wescoff,,Wed - 11/8,Mon - 11/13,Yes,NaturePosition49One,BigPut11Everybody,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,12,1225,King,Lakeview,,Gifted,,Reverent Wescoff,,Tue - 11/7,Tue - 11/14,Yes,WordSection70,NoBegin76Type,Ecstatic Jackson,No,,,,,Comp,Art,n/a
FALSE,12,1226,Queen Sierra Suite,,"1215, 1226",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,12,1227,King,,,Lucid,Cartwright,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,MeanFinally80Ten,Dreamy Einstein,Yes,,,,,Yes,Guest,CN3A57
TRUE,12,1231,King Sierra Suite,ADA Lakeview,"1231, 1235",Beautiful,Pare,Reverent Wescoff,,Mon - 11/6,Tue - 11/14,Yes,NaturePosition49One,CaseMaterial87,Ecstatic Jackson,No,,,,,Comp,Art,n/a
FALSE,12,1232,King Sierra Suite,Lakeview,"1232, 1236",Modest,Heisenberg,,,Fri - 11/10,Mon - 11/13,Yes,NameOhSingle,DistrictTwoReturn,Relaxed Mcclintock,No,,,,,Yes,Guest,4A96D6
TRUE,12,1235,Queen,Lakeview,"1231, 1235",Epic,Chandrasekhar,,,Fri - 11/10,Mon - 11/13,Yes,WordSection70,WrongHerself32Data,Dreamy Einstein,Yes,,,,,Yes,Guest,N6MCA
TRUE,12,1236,Queen,Lakeview,"1232, 1236",Modest,Heisenberg,Amazing Gould,,Fri - 11/10,Mon - 11/13,Yes,EnjoyThose26Seem,HimEventWhere,Exciting Mestorf,No,,Connected to Beckie Wood,,,Yes,Guest,5K2RH4
TRUE,12,1237,Queen,Lakeview,,Unruffled,Einstein,,,Fri - 11/10,Mon - 11/13,Yes,WordSection70,WhatHealthOrganization,Dreamy Einstein,Yes,,,,,Yes,Guest,3NXCR
TRUE,12,1238,King,Lakeview,,Nervous,Roentgen,Reverent Wescoff,,Wed - 11/8,Tue - 11/14,Yes,NameOhSingle,PullFour81,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,15,1501,Queen,,,Great,Brattain,,,Fri - 11/10,Mon - 11/13,Yes,EnjoyThose26Seem,GoThought26,Dreamy Einstein,Yes,,,,,Yes,Guest,2MA7A
TRUE,15,1502,King,,,Hardcore,Hopper,Reverent Wescoff,,Thur - 11/9,Mon - 11/13,Yes,WordSection70,AuthorForFloor,Ecstatic Jackson,No,,,,,Comp,Art,n/a
